1,23,5
23,19,5
19,26,5
1,7,7
23,5,7
5,16,5
5,32,6
5,2,7
2,38,6
5,9,7
9,11,6
38,48,7
48,47,7
47,44,6
44,18,7
1,22,8
18,29,8
29,30,7
44,3,8
3,27,7
3,37,9
3,40,9
11,43,10
23,39,10
39,12,5
12,31,7
31,25,5
25,46,5
31,17,7
46,33,9
33,42,8
12,6,10
6,15,6
23,41,10
43,36,10
36,10,10
37,28,11
28,13,8
44,35,11
13,50,15
15,45,15
15,34,17
18,24,17
24,8,15
23,14,18
48,49,19
33,20,21
37,4,23
7,21,26
