1,23,5
5,16,5
19,23,5
25,31,5
25,46,5
26,19,5
39,12,5
6,15,6
9,11,6
32,5,6
38,2,6
44,47,6
1,7,7
3,27,7
5,2,7
5,9,7
5,23,7
12,31,7
17,31,7
18,44,7
29,30,7
48,38,7
48,47,7
1,22,8
18,29,8
28,13,8
33,42,8
44,3,8
33,46,9
37,3,9
40,3,9
10,36,10
11,43,10
12,6,10
23,39,10
23,41,10
43,36,10
13,39,11
44,35,11
8,24,15
13,50,15
15,45,15
15,34,17
18,24,17
14,23,18
48,49,19
20,33,21
4,37,23
7,21,26
